pair_id	protein_A	protein_B	label	data_source	evidence_type	label_scope	complex_id_A	complex_id_B	length_A	length_B	split
PP_NEG__2VIS_A_l__4G6M_HL_r	2VIS_A_l	4G6M_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2VIS	4G6M	320	432	train
PP_NEG__2VXT_A_l__4M5Z_HL_r	2VXT_A_l	4M5Z_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2VXT	4M5Z	157	428	val
PP_NEG__2W9E_A_l__4JCV_ABCD_r	2W9E_A_l	4JCV_ABCD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2W9E	4JCV	104	791	train
PP_NEG__2X9A_A_l__3PC8_A_r	2X9A_A_l	3PC8_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2X9A	3PC8	62	99	val
PP_NEG__2YVJ_A_l__1I2M_A_r	1I2M_A_r	2YVJ_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1I2M	2YVJ	202	108	train
PP_NEG__2Z0E_A_l__1Z0K_A_r	1Z0K_A_r	2Z0E_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1Z0K	2Z0E	176	116	val
PP_NEG__3A4S_A_l__1JIW_A_r	1JIW_A_r	3A4S_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JIW	3A4S	470	79	val
PP_NEG__3AAA_A_l__3H11_A_r	3AAA_A_l	3H11_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3AAA	3H11	118	241	test
PP_NEG__3AAD_A_l__9QFW_HL_r	3AAD_A_l	9QFW_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3AAD	9QFW	156	224	train
PP_NEG__3BIW_A_l__3H2V_A_r	3BIW_A_l	3H2V_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3BIW	3H2V	182	163	train
PP_NEG__3BP8_A_l__2OOB_A_r	2OOB_A_r	3BP8_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2OOB	3BP8	41	74	train
PP_NEG__3BX7_A_l__1R6Q_X_r	1R6Q_X_r	3BX7_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1R6Q	3BX7	142	121	train
PP_NEG__3CPH_C_l__1AY7_B_r	1AY7_B_r	3CPH_C_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AY7	3CPH	96	164	train
PP_NEG__3D5S_A_l__6B0S_HL_r	3D5S_A_l	6B0S_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3D5S	6B0S	61	433	train
PP_NEG__3DAW_A_l__1ZLI_A_r	1ZLI_A_r	3DAW_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ZLI	3DAW	402	142	train
PP_NEG__3EO1_AB_l__2JEL_LH_r	2JEL_LH_r	3EO1_AB_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2JEL	3EO1	435	224	train
PP_NEG__3EOA_A_l__1UDI_A_r	1UDI_A_r	3EOA_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1UDI	3EOA	228	180	val
PP_NEG__3F1P_A_l__1J2J_A_r	1J2J_A_r	3F1P_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1J2J	3F1P	166	119	val
PP_NEG__3FN1_A_l__6BPC_AB_r	3FN1_A_l	6BPC_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3FN1	6BPC	97	421	train
PP_NEG__3G6D_A_l__4HX3_AB_r	3G6D_A_l	4HX3_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3G6D	4HX3	113	228	val
PP_NEG__3H11_A_l__3AAA_AB_r	3AAA_AB_r	3H11_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3AAA	3H11	512	208	test
PP_NEG__3H2V_A_l__3BIW_A_r	3BIW_A_r	3H2V_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3BIW	3H2V	555	88	train
PP_NEG__3HI6_A_l__2HLE_A_r	2HLE_A_r	3HI6_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2HLE	3HI6	185	179	val
PP_NEG__3HMX_AB_l__2G77_A_r	2G77_A_r	3HMX_AB_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2G77	3HMX	314	415	train
PP_NEG__3K75_A_l__1BGX_LH_r	1BGX_LH_r	3K75_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BGX	3K75	423	152	train
PP_NEG__3L5W_A_l__2IDO_A_r	2IDO_A_r	3L5W_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2IDO	3L5W	174	113	train
PP_NEG__3L89_A_l__1GLA_O_r	1GLA_O_r	3L89_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GLA	3L89	497	126	train
PP_NEG__3LVK_A_l__1JPS_LH_r	1JPS_LH_r	3LVK_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JPS	3LVK	425	81	train
PP_NEG__3MJ9_A_l__4CPA_A_r	3MJ9_A_l	4CPA_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3MJ9	4CPA	227	307	train
PP_NEG__3MXW_A_l__1F51_AB_r	1F51_AB_r	3MXW_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1F51	3MXW	343	164	train
PP_NEG__3P57_A_l__6A0Z_AB_r	3P57_A_l	6A0Z_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3P57	6A0Z	109	437	train
PP_NEG__3PC8_A_l__2X9A_A_r	2X9A_A_r	3PC8_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2X9A	3PC8	102	80	val
PP_NEG__3R9A_A_l__BAAD_A_r	3R9A_A_l	BAAD_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3R9A	BAAD	297	267	test
PP_NEG__3RJQ_A_l__1OC0_A_r	1OC0_A_r	3RJQ_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1OC0	3RJQ	373	346	test
PP_NEG__3RVW_A_l__2OUL_A_r	2OUL_A_r	3RVW_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2OUL	3RVW	236	221	train
PP_NEG__3S9D_A_l__1WQ1_A_r	1WQ1_A_r	3S9D_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1WQ1	3S9D	324	165	val
PP_NEG__3SE8_A_l__1JWH_AB_r	1JWH_AB_r	3SE8_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JWH	3SE8	366	342	train
PP_NEG__3SGQ_A_l__1EAW_A_r	1EAW_A_r	3SGQ_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EAW	3SGQ	241	51	train
PP_NEG__3SZK_A_l__1AKJ_DE_r	1AKJ_DE_r	3SZK_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AKJ	3SZK	375	144	train
PP_NEG__3U7Y_A_l__4POU_A_r	3U7Y_A_l	4POU_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3U7Y	4POU	342	121	test
PP_NEG__3V6Z_F_l__4Y7M_A_r	3V6Z_F_l	4Y7M_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3V6Z	4Y7M	142	135	train
PP_NEG__3VLB_A_l__1IRA_R_r	1IRA_R_r	3VLB_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IRA	3VLB	310	221	train
PP_NEG__3WD5_ABC_l__1HE8_A_r	1HE8_A_r	3WD5_ABC_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1HE8	3WD5	839	456	train
PP_NEG__4CPA_A_l__3MJ9_HL_r	3MJ9_HL_r	4CPA_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3MJ9	4CPA	420	39	train
PP_NEG__4DN4_A_l__1ML0_AB_r	1ML0_AB_r	4DN4_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ML0	4DN4	742	71	train
PP_NEG__4DW2_U_l__1XQS_A_r	1XQS_A_r	4DW2_U_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1XQS	4DW2	259	246	train
PP_NEG__4ETQ_X_l__2CFH_A_r	2CFH_A_r	4ETQ_X_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2CFH	4ETQ	159	230	test
PP_NEG__4FP8_A_l__1EWY_A_r	1EWY_A_r	4FP8_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EWY	4FP8	295	318	test
PP_NEG__4FQI_ABCDEF_l__1EZU_A_r	1EZU_A_r	4FQI_ABCDEF_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EZU	4FQI	223	1491	train
PP_NEG__4FZA_A_l__1BUH_A_r	1BUH_A_r	4FZA_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BUH	4FZA	294	275	train
PP_NEG__4G6J_A_l__2ABZ_A_r	2ABZ_A_r	4G6J_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2ABZ	4G6J	303	151	train
PP_NEG__4G6M_A_l__2VIS_LH_r	2VIS_LH_r	4G6M_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2VIS	4G6M	431	151	train
PP_NEG__4GAM_A_l__4IZ7_A_r	4GAM_A_l	4IZ7_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	4GAM	4IZ7	141	357	val
PP_NEG__4GXU_HIJKLM_l__1I4D_AB_r	1I4D_AB_r	4GXU_HIJKLM_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1I4D	4GXU	402	1452	test
PP_NEG__4H03_A_l__1PVH_A_r	1PVH_A_r	4H03_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1PVH	4H03	208	363	train
PP_NEG__4HX3_A_l__3G6D_LH_r	3G6D_LH_r	4HX3_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3G6D	4HX3	432	132	val
PP_NEG__4IZ7_A_l__4GAM_ABCDEF_r	4GAM_ABCDEF_r	4IZ7_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	4GAM	4IZ7	2128	90	val
PP_NEG__4JCV_A_l__2W9E_HL_r	2W9E_HL_r	4JCV_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2W9E	4JCV	425	230	train
PP_NEG__4LW4_A_l__1GHQ_A_r	1GHQ_A_r	4LW4_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GHQ	4LW4	294	149	train
PP_NEG__4M3K_A_l__2HRK_A_r	2HRK_A_r	4M3K_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2HRK	4M3K	180	256	train
PP_NEG__4M5Z_A_l__2VXT_HL_r	2VXT_HL_r	4M5Z_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2VXT	4M5Z	430	212	val
PP_NEG__4M76_A_l__5HYS_HL_r	4M76_A_l	5HYS_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	4M76	5HYS	184	437	train
PP_NEG__4POU_A_l__3U7Y_HL_r	3U7Y_HL_r	4POU_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3U7Y	4POU	438	124	test
PP_NEG__4Y7M_A_l__3V6Z_AB_r	3V6Z_AB_r	4Y7M_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3V6Z	4Y7M	437	235	train
PP_NEG__5C7X_A_l__1AK4_A_r	1AK4_A_r	5C7X_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AK4	5C7X	164	121	train
PP_NEG__5CBA_A_l__5O14_AB_r	5CBA_A_l	5O14_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	5CBA	5O14	80	444	val
PP_NEG__5E5M_A_l__5GRJ_HL_r	5E5M_A_l	5GRJ_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	5E5M	5GRJ	116	433	train
PP_NEG__5GRJ_A_l__5E5M_A_r	5E5M_A_r	5GRJ_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	5E5M	5GRJ	113	212	train
PP_NEG__5HGG_A_l__1K5D_AB_r	1K5D_AB_r	5HGG_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1K5D	5HGG	338	246	train
PP_NEG__5HYS_AB_l__4M76_A_r	4M76_A_r	5HYS_AB_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	4M76	5HYS	294	425	train
PP_NEG__5JMO_A_l__1FAK_LH_r	1FAK_LH_r	5JMO_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FAK	5JMO	348	472	train
PP_NEG__5KOV_AB_l__5O1R_HL_r	5KOV_AB_l	5O1R_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	5KOV	5O1R	441	435	train
PP_NEG__5O14_D_l__5CBA_HL_r	5CBA_HL_r	5O14_D_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	5CBA	5O14	241	242	val
PP_NEG__5O1R_A_l__5KOV_HL_r	5KOV_HL_r	5O1R_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	5KOV	5O1R	424	152	train
PP_NEG__5SV3_A_l__2SNI_A_r	2SNI_A_r	5SV3_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2SNI	5SV3	274	258	test
PP_NEG__5VNW_A_l__1BKD_A_r	1BKD_A_r	5VNW_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BKD	5VNW	463	578	val
PP_NEG__5WHK_AB_l__1IB1_AB_r	1IB1_AB_r	5WHK_AB_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IB1	5WHK	460	362	train
PP_NEG__5WK3_A_l__2FJG_HL_r	2FJG_HL_r	5WK3_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2FJG	5WK3	429	67	val
PP_NEG__5WUX_CBA_l__1KAC_F_r	1KAC_F_r	5WUX_CBA_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KAC	5WUX	185	456	train
PP_NEG__5X0T_A_l__1JK9_A_r	1JK9_A_r	5X0T_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JK9	5X0T	219	181	train
PP_NEG__5Y9J_ABC_l__1E4K_AB_r	1E4K_AB_r	5Y9J_ABC_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E4K	5Y9J	419	432	train
PP_NEG__6A0Z_A_l__3P57_AB_r	3P57_AB_r	6A0Z_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3P57	6A0Z	180	322	train
PP_NEG__6A77_A_l__2A1A_A_r	2A1A_A_r	6A77_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2A1A	6A77	255	92	train
PP_NEG__6AL0_A_l__1BVN_A_r	1BVN_A_r	6AL0_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BVN	6AL0	495	185	train
PP_NEG__6B0S_A_l__3D5S_A_r	3D5S_A_r	6B0S_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3D5S	6B0S	294	71	train
PP_NEG__6BPC_A_l__3FN1_A_r	3FN1_A_r	6BPC_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3FN1	6BPC	173	303	train
PP_NEG__6CWG_A_l__1KXQ_A_r	1KXQ_A_r	6CWG_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KXQ	6CWG	496	258	val
PP_NEG__6DBG_A_l__1TMQ_A_r	1TMQ_A_r	6DBG_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1TMQ	6DBG	470	291	train
PP_NEG__6EY6_AB_l__2OT3_A_r	2OT3_A_r	6EY6_AB_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2OT3	6EY6	245	585	test
PP_NEG__6OC3_A_l__1HIA_XY_r	1HIA_XY_r	6OC3_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1HIA	6OC3	232	214	test
PP_NEG__7CEI_B_l__1FQ1_F_r	1FQ1_F_r	7CEI_B_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FQ1	7CEI	178	131	train
PP_NEG__9QFW_AB_l__3AAD_A_r	3AAD_A_r	9QFW_AB_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3AAD	9QFW	267	196	train
PP_NEG__BAAD_A_l__3R9A_AB_r	3R9A_AB_r	BAAD_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3R9A	BAAD	772	156	test
PP_NEG__BOYV_A_l__1A2K_AB_r	1A2K_AB_r	BOYV_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1A2K	BOYV	246	115	train
PP_NEG__BP57_A_l__1EER_A_r	1EER_A_r	BP57_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EER	BP57	166	109	train
PP_NEG__CP57_A_l__1GP2_A_r	1GP2_A_r	CP57_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GP2	CP57	310	109	train
