protein_id	sequence_found	pssm_found	dssp_found	structure_found	sequence_path	pssm_path	dssp_path	structure_path
5Y9J_ABC_l	1	1	1	1	seq/5Y9J_ABC_l.fasta	pssm/5Y9J_ABC_l.npy	dssp/5Y9J_ABC_l.npy	coords/5Y9J_ABC_l.npz
5Y9J_HL_r	1	1	1	1	seq/5Y9J_HL_r.fasta	pssm/5Y9J_HL_r.npy	dssp/5Y9J_HL_r.npy	coords/5Y9J_HL_r.npz
6A0Z_AB_r	1	1	1	1	seq/6A0Z_AB_r.fasta	pssm/6A0Z_AB_r.npy	dssp/6A0Z_AB_r.npy	coords/6A0Z_AB_r.npz
6A0Z_A_l	1	1	1	1	seq/6A0Z_A_l.fasta	pssm/6A0Z_A_l.npy	dssp/6A0Z_A_l.npy	coords/6A0Z_A_l.npz
6A77_A_l	1	1	1	1	seq/6A77_A_l.fasta	pssm/6A77_A_l.npy	dssp/6A77_A_l.npy	coords/6A77_A_l.npz
6A77_HL_r	1	1	1	1	seq/6A77_HL_r.fasta	pssm/6A77_HL_r.npy	dssp/6A77_HL_r.npy	coords/6A77_HL_r.npz
6AL0_AB_r	1	1	1	1	seq/6AL0_AB_r.fasta	pssm/6AL0_AB_r.npy	dssp/6AL0_AB_r.npy	coords/6AL0_AB_r.npz
6AL0_A_l	1	1	1	1	seq/6AL0_A_l.fasta	pssm/6AL0_A_l.npy	dssp/6AL0_A_l.npy	coords/6AL0_A_l.npz
6B0S_A_l	1	1	1	1	seq/6B0S_A_l.fasta	pssm/6B0S_A_l.npy	dssp/6B0S_A_l.npy	coords/6B0S_A_l.npz
6B0S_HL_r	1	1	1	1	seq/6B0S_HL_r.fasta	pssm/6B0S_HL_r.npy	dssp/6B0S_HL_r.npy	coords/6B0S_HL_r.npz
6BPC_AB_r	1	1	1	1	seq/6BPC_AB_r.fasta	pssm/6BPC_AB_r.npy	dssp/6BPC_AB_r.npy	coords/6BPC_AB_r.npz
6BPC_A_l	1	1	1	1	seq/6BPC_A_l.fasta	pssm/6BPC_A_l.npy	dssp/6BPC_A_l.npy	coords/6BPC_A_l.npz
6CWG_A_l	1	1	1	1	seq/6CWG_A_l.fasta	pssm/6CWG_A_l.npy	dssp/6CWG_A_l.npy	coords/6CWG_A_l.npz
6CWG_A_r	1	1	1	1	seq/6CWG_A_r.fasta	pssm/6CWG_A_r.npy	dssp/6CWG_A_r.npy	coords/6CWG_A_r.npz
6DBG_A_l	1	1	1	1	seq/6DBG_A_l.fasta	pssm/6DBG_A_l.npy	dssp/6DBG_A_l.npy	coords/6DBG_A_l.npz
6DBG_A_r	1	1	1	1	seq/6DBG_A_r.fasta	pssm/6DBG_A_r.npy	dssp/6DBG_A_r.npy	coords/6DBG_A_r.npz
6EY6_AB_l	1	1	1	1	seq/6EY6_AB_l.fasta	pssm/6EY6_AB_l.npy	dssp/6EY6_AB_l.npy	coords/6EY6_AB_l.npz
6EY6_A_r	1	1	1	1	seq/6EY6_A_r.fasta	pssm/6EY6_A_r.npy	dssp/6EY6_A_r.npy	coords/6EY6_A_r.npz
6OC3_A_l	1	1	1	1	seq/6OC3_A_l.fasta	pssm/6OC3_A_l.npy	dssp/6OC3_A_l.npy	coords/6OC3_A_l.npz
6OC3_HL_r	1	1	1	1	seq/6OC3_HL_r.fasta	pssm/6OC3_HL_r.npy	dssp/6OC3_HL_r.npy	coords/6OC3_HL_r.npz
7CEI_B_l	1	1	1	1	seq/7CEI_B_l.fasta	pssm/7CEI_B_l.npy	dssp/7CEI_B_l.npy	coords/7CEI_B_l.npz
7CEI_D_r	1	1	1	1	seq/7CEI_D_r.fasta	pssm/7CEI_D_r.npy	dssp/7CEI_D_r.npy	coords/7CEI_D_r.npz
9QFW_AB_l	1	1	1	1	seq/9QFW_AB_l.fasta	pssm/9QFW_AB_l.npy	dssp/9QFW_AB_l.npy	coords/9QFW_AB_l.npz
9QFW_HL_r	1	1	1	1	seq/9QFW_HL_r.fasta	pssm/9QFW_HL_r.npy	dssp/9QFW_HL_r.npy	coords/9QFW_HL_r.npz
BAAD_A_l	1	1	1	1	seq/BAAD_A_l.fasta	pssm/BAAD_A_l.npy	dssp/BAAD_A_l.npy	coords/BAAD_A_l.npz
BAAD_A_r	1	1	1	1	seq/BAAD_A_r.fasta	pssm/BAAD_A_r.npy	dssp/BAAD_A_r.npy	coords/BAAD_A_r.npz
BOYV_A_l	1	1	1	1	seq/BOYV_A_l.fasta	pssm/BOYV_A_l.npy	dssp/BOYV_A_l.npy	coords/BOYV_A_l.npz
BOYV_A_r	1	1	1	1	seq/BOYV_A_r.fasta	pssm/BOYV_A_r.npy	dssp/BOYV_A_r.npy	coords/BOYV_A_r.npz
BP57_AB_r	1	1	1	1	seq/BP57_AB_r.fasta	pssm/BP57_AB_r.npy	dssp/BP57_AB_r.npy	coords/BP57_AB_r.npz
BP57_A_l	1	1	1	1	seq/BP57_A_l.fasta	pssm/BP57_A_l.npy	dssp/BP57_A_l.npy	coords/BP57_A_l.npz
CP57_AB_r	1	1	1	1	seq/CP57_AB_r.fasta	pssm/CP57_AB_r.npy	dssp/CP57_AB_r.npy	coords/CP57_AB_r.npz
CP57_A_l	1	1	1	1	seq/CP57_A_l.fasta	pssm/CP57_A_l.npy	dssp/CP57_A_l.npy	coords/CP57_A_l.npz
